title,City,Salary,Experience,experience_level,Job Type,functional_area,career_level,skills
Junior Video Editor,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Creative Design,Entry Level,"Adobe After Effects, Adobe Premiere Pro, Color Correction, Motion Graphics, Audio Editing, Video Editing Techniques"
Junior Accountant,Karachi,30000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounts Management Skills, Typing Speed, MS Excel, Accounts Software Command"
Chief Finance Officer,Gujranwala,600000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Department Head,"Budgeting Skills, Financial Analysis, Corporate Finance"
Solar Sales Officer,Lahore,45000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Corporate Sales Management, Solar Industry Skills, IT Sales"
HR Manager,Islamabad,70000.0,5.0,Mid,Full Time,Human Resources,Experienced Professional,"Branch Management, Staff Management, Communication Skills"
Electrical Designing Engineer,Karachi,90000.0,2.783132530120482,Junior,Full Time,Engineering,Experienced Professional,"Project Costing, Power Electronic Designing, Electrical Controls Designs"
Final Expense Closer,Rawalpindi,165000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Fluent in English, Life Insurance Knowledge, Final Expense Planning, End to End Sales"
Call Center Representative,Karachi,30000.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Marketing Skills, Collaborative Teamwork, Communication Skills"
Shopify Developer,Karachi,52500.0,2.783132530120482,Junior,Full Time,Software & Web Development,Entry Level,"Shopify App, HTML, CSS Javascript, jQuery, Shopify"
Hotel Manager - Food,Multan,82639.59731543624,2.783132530120482,Junior,Full Time,Hotel/Restaurant Management,Entry Level,"Budgeting Skills, Admission Handling, Persuasion Customer, Analytical Skills"
Diploma Associate Engineer Electrical,Islamabad,25000.0,2.783132530120482,Junior,Full Time,Engineering,Entry Level,"Electronic Manufacturing, Coordination Skills, Field Work"
Office Manager / Field Supervisor,Islamabad,82639.59731543624,2.783132530120482,Junior,Full Time,Field Operations,Experienced Professional,"Field Work Knowledge, Communication Skills, Client Relationship Management, MS Excel"
Office Assistant,Peshawar,22500.0,1.0,Entry,Full Time,"Secretarial, Clerical & Front Office",Entry Level,"Communication Skills, Record Keeping, Public Dealing, Coordination Skills, General Office Skills"
IT Manager,Sialkot,37500.0,2.783132530120482,Junior,Full Time,Computer Networking,Experienced Professional,"Configuration Switches, Multitasking Skills, Warranty Quality Assurance Process"
Clerk,Lahore,60000.0,2.0,Junior,Full Time,"Secretarial, Clerical & Front Office",Experienced Professional,"Fluent in English, Administrative Management, Communication Skills"
Sales Executive,Karachi,125000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, Sales Acquisition, Sales Growth"
SEO Specialist,Other,22500.0,2.0,Junior,Other,Search Engine Optimization (Seo),Experienced Professional,"Onpage, Off Page, SEO Engine Ranking, Search Engine Submission"
Accounts Officer,Islamabad,32500.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounts Management Skills, Key Account Management, Accounts Software Command"
Accounts Officer,Faisalabad,32500.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounts Management Skills, Accounts Software Command, Accounts Administration"
Import Officer,Faisalabad,42500.0,1.0,Entry,Full Time,Import & Export,Entry Level,"Export  Documentation, Banking Clause Knowledge, Import Operations Handling"
Information Security Analyst,Lahore,125000.0,1.0,Entry,Full Time,Computer Networking,Entry Level,"Web Application Security, Network Threat Analysis, Risk Assessment, Cyber Security"
Customer Services Executive,Lahore,62500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Fluent in English, Conflict Resolution, Problem Solving, Communication Skills, CRM, End to End Sales, Multitasking Skills"
Human Resource Intern,Islamabad,14500.0,2.783132530120482,Junior,Other,Human Resources,Intern/Student,"Multitasking Skills, Coordination Skills, MS Excel"
Industrial Engineering Officer,Faisalabad,65000.0,2.783132530120482,Junior,Full Time,Industrial Production,Experienced Professional,"Management Analysis, Communication Skills, IE Technique"
Manager - Residential Property,Lahore,132500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Admin Task Planning, Administrative Management, Online Marketing Analysis, Market Knowledge, Telemarketing  Skills"
Junior Credit Analyst,Lahore,40000.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Risk Assessment, Financial Reporting, Financial Analysis, Credit Analysis, Team Management Skills"
HR Officer,Lahore,45000.0,2.783132530120482,Junior,Full Time,Human Resources,Entry Level,"MS Office, Communication Skills, Record Keeping"
Purchaser,Lahore,45000.0,2.0,Junior,Full Time,Procurement,Experienced Professional,"Communication Skills, Trust Building, Pricing Negotiation Skills"
Sales Executive,Lahore,175000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"B2B Sales, Communication Skills, Coordination Skills"
Data Entry Executive,Lahore,27500.0,2.783132530120482,Junior,Full Time,Data Entry,Entry Level,"Data Comparison, Data Distribution Analysis, Data Management"
Academic Writer,Lahore,47500.0,2.0,Junior,Full Time,Writer,Experienced Professional,"Creative Writing, Configuration Switches, Academic Research"
HR Manager,Islamabad,82639.59731543624,2.0,Junior,Full Time,Human Resources,Experienced Professional,"Payroll Management, Human Recourse Management, Communication Skills"
Auto CAD Engineer,Islamabad,35000.0,2.0,Junior,Full Time,Creative Design,Experienced Professional,"Power Electronic Designing, Civil Design Knowledge, Creative Design"
Sales Representative,Islamabad,82639.59731543624,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Growth, Sales Management, Sales Operations"
Assistant Manager Sales,Islamabad,82639.59731543624,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, Sales Operations, Retail Sales"
QC Manager,Lahore,105000.0,2.783132530120482,Junior,Full Time,Quality Control,Experienced Professional,"Audit Skills, Supplier Quality Management, Team Management, Quality Matrics & Reporting, Quality Issue Resolution, Inspection Skills, Quality Planing, Quality Management System"
Office Boy,Islamabad,82639.59731543624,1.0,Entry,Full Time,"Secretarial, Clerical & Front Office",Entry Level,"Office Work Assistance, Office Operations, Office Equipment Maintenance"
Architect Engineer,Islamabad,150000.0,2.783132530120482,Junior,Full Time,Architects & Construction,Entry Level,"Fluent in English, AutoCAD, Revit Knowledge"
Education Counselor,Karachi,50000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Fluent in English, Negotiations, Admissions Counseling"
Program Officer,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Project Management,Entry Level,"Business Development Strategies, Communication Skills, Evaluation  Skills, Monitoring Performance, Research Proposals, Proposals Writing Skills"
eCommerce Manager,Lahore,72500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Analytical Skills, Shopify Theme Management, Sales Management Skills, Budgeting Skills, Presentation Skills, Admin Operations Management, MIT Knowledge"
Cost Analyst / Controller,Lahore,72500.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Financial Analysis, Financial Accounting, Corporate Finance, Budgeting Skills"
Assistant Manager Key Accounts,Karachi,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Account Management, Sales Strategy, Client Relationship Management, Negotiation, Communication, Team Leadership, Data Analysis, Problem Solving, Market Research"
Cold-Calling Manager,Lahore,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Communication Skills, Active Listening, Persuasion, Customer Relationship Management, Time Management, Product Knowledge, Telemarketing Techniques, Understanding of Cold-Calling Techniques, Cold-Calling Strategy Development, English Fluency, American Accent"
School Principal,Karachi,82639.59731543624,5.0,Mid,Full Time,Other,Not Specified,"Leadership, Communication, Decision Making, Conflict Resolution, Emotional Intelligence, Problem Solving, Budget Management, Community Engagement, Strategic Planning, Stakeholder Engagement Frameworks"
Sr. Assistant Manager - Lead Stitching Lines,Lahore,120000.0,4.0,Mid,Full Time,Other,Not Specified,"Leadership, Time Management, Quality Control, Communication"
Supervisor (Incharge Stitching Back Section ),Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Leadership, Team Management, Quality Control"
Marketing,Islamabad,50000.0,3.0,Junior,Full Time,Other,Not Specified,"Data Analysis, Social Media Management, Creative Thinking"
Business Developer Executive,Lahore,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Communication, Negotiation, Sales Strategy, Market Research, Relationship Building, Lead Generation, Networking, CRM Software, Sales Analytics, Upwork Platform Experience"
Supervisor - Incharge GDP Production,Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Production Planning, Good manufacturing practices (GMP), Process Improvement"
Administration Officer,Karachi,82639.59731543624,14.0,Senior,Full Time,Other,Not Specified,"Organizational Skills, Time Management, Communication Skills, Attention to Detail, Problem-Solving, Teamwork, Time Tracking Tools, Task Management Systems, Data Entry, Document Management, Record Keeping, Time Management Software, Admin Operations Management, Data management software, CRM Systems"
Assistant Supervisor - Marker Maker,Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Attention to Detail, Pattern Making, Fabric Knowledge"
Team Lead Meal,Peshawar,200000.0,5.0,Mid,Full Time,Other,Not Specified,"Communication, Problem Solving, Decision Making, Conflict Resolution, Organizational Skills, Project Management"
Product Manager,Islamabad,82639.59731543624,5.0,Mid,Full Time,Other,Not Specified,"Strategic Thinking, Product roadmapping, Data Analysis, Financial Acumen, Problem Solving, Digita Financial services, Market Analysis, Financial Modeling, Data Driven Decision Making, Product Analytics"
Assistant Treasury Manager,Lahore,150000.0,4.0,Mid,Full Time,Other,Not Specified,"Cash Management, Financial Analysis, Risk Management, Budgeting, Forecasting, Compliance Knowledge, Communication, Cash Flow Forecasting, Liquidity Management Tools, Risk Management Framework, Trade Finance, Banking Relations, Cash forecasting, Liquidity Risk Assessment, Liquidity Risk Management"
Instrumental Engineer,Other,82639.59731543624,6.0,Senior,Full Time,Other,Not Specified,"Instrumentation design, PLC Programming"
Data Entry Operator,Lahore,45000.0,1.0,Entry,Full Time,Other,Not Specified,"Database Management, Data Entry Automation Tools, SQL Database Management, Vlookup, Pivot Tables, Data Validation Techniques, Database Entry Tools, Data management software, Admin Operations Management, Excel Proficiency, Typing Speed, Data Validation, Spreadsheet Tools, Typing proficiency, Data Entry Software, Organizational Skills, Communication Skills, Basic Computer Skills, Time Management, Data Verification"
Marketing Manager,Karachi,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,"Strategic Planning, Digital Marketing, Content Creation, Data Analysis, Project Management, SEO Optimization, Social Media Management, Market Research, Communication, Telemarketing, Campaign Management, PPC, Email Marketing, Email Marketing Software, Keyword Research Tools"
Mechanical Engineer,Lahore,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Problem-Solving, Communication, 3D Cad Software"
Data Scientish,Islamabad,200000.0,6.0,Senior,Full Time,Other,Not Specified,"Statistical Analysis, Machine Learning, Programming Skills, Python"
Sr. Supervisor - Incharge Finishing Packing,Lahore,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,"Leadership, Time Management, Quality Control"
Sr. Supervisor - Incharge Stitching Front Section,Lahore,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,"Leadership, Team Management, Stitching Techniques"
Digital Marketing Specialist,Karachi,17500.0,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Digital Marketing Analysis, Digital Marketing Management, Vendor Relations Management"
